TAG,MainProgram,SEC_EDIT_MOV_P40_T0,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,SEC_ELEVADOR_SALIDA,"","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,SEC_ELEV_IN,"","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,SEC_ELEV_IN_OPER,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,SEC_ELEV_OUT,"","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,SEC_ELEV_OUT_ON,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,SEC_ELEV_SAL_ON,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,SEC_HORNO_AUTO,"","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,SEC_HORNO_FUN,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,SEC_INSERTAR_DRV_P100,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,SEC_INSERTAR_DRV_P40,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,SEC_INSERTAR_DRV_P60,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,SEC_INSERTAR_DRV_P80,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,SEC_INSERTAR_P00,"","INT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,SEC_INSERTAR_P10,"","INT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,SEC_INSERTAR_P100,"","INT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,SEC_INSERTAR_P110,"","INT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,SEC_INSERTAR_P20,"","INT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,SEC_INSERTAR_P30,"","INT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,SEC_INSERTAR_P40,"","INT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,SEC_INSERTAR_P50,"","INT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,SEC_INSERTAR_P60,"","INT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,SEC_INSERTAR_P70,"","INT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,SEC_INSERTAR_P80,"","INT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,SEC_INSERTAR_P90,"","INT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,SEC_LIMP_DISPENSER,"","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,SEC_MEZCLADO,"","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,SEC_ORIGEN_IN,"","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,SEC_PALL_ENTRADA,"","SINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,SEC_PALL_PRECC,"","INT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,SEC_PRUEBA_ON,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,SEC_PURGADO,"","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,SEC_PURGA_ON,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,SEC_TEACH_GUARDAR_PRG_DRV_P30,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,SEC_TEACH_GUARDAR_PRG_DRV_P60,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,SEC_TEACH_GUARDAR_PRG_P00,"","INT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,SEC_TEACH_GUARDAR_PRG_P10,"","INT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,SEC_TEACH_GUARDAR_PRG_P20,"","INT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,SEC_TEACH_GUARDAR_PRG_P25,"","INT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,SEC_TEACH_GUARDAR_PRG_P30,"","INT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,SEC_TEACH_GUARDAR_PRG_P40,"","INT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,SEC_TEACH_GUARDAR_PRG_P50,"","INT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,SEC_TEACH_GUARDAR_PRG_P60,"","INT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,SEC_TEACH_GUARDAR_PRG_P70,"","INT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,SEC_TEACH_INICIAL_P00,"","INT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,SEC_TEACH_INICIAL_P10,"","INT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,SEC_TEACH_INICIAL_P20,"","INT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,SEC_TEACH_INICIAL_P30,"","INT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,SEC_TEACH_INICIAL_P40,"","INT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,SEC_TEACH_INICIAL_P50,"","INT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,SEC_TOPE_1_A_2_ON,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,SEC_TRANS_TOPE_2_A_3_ON,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,SET_UP_GIRO_HORNO,"","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,STOP_SEC_AUTO,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,SUMA_PALLETS,"","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,TablaTE_Num_Elemento_Temp,"","INT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,TablaTE_YamahaServo_Disp_Temp,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,TablaTE_YamahaServo_PosX_Temp,"","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,TablaTE_YamahaServo_PosY_Temp,"","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,TablaTE_YamahaServo_PosZ_Temp,"","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,TIEMPOS_SECC_INICIAL,"","TIMER[15]","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,TIEMPOS_SEC_BYPASS,"TIEMPOS DE BYPASS$N","TIMER[20]","","(Constant := false, ExternalAccess := Read/Write)"
COMMENT,MainProgram,TIEMPOS_SEC_BYPASS,"Tiempo paso 10.",,"TIEMPOS_SEC_BYPASS[0]"
COMMENT,MainProgram,TIEMPOS_SEC_BYPASS,"Tiempo paso 20.",,"TIEMPOS_SEC_BYPASS[1]"
COMMENT,MainProgram,TIEMPOS_SEC_BYPASS,"Tiempo paso 30.",,"TIEMPOS_SEC_BYPASS[2]"
COMMENT,MainProgram,TIEMPOS_SEC_BYPASS,"Tiempo paso 40.",,"TIEMPOS_SEC_BYPASS[3]"
COMMENT,MainProgram,TIEMPOS_SEC_BYPASS,"Tiempo paso 50.",,"TIEMPOS_SEC_BYPASS[4]"
COMMENT,MainProgram,TIEMPOS_SEC_BYPASS,"Tiempo paso 60.",,"TIEMPOS_SEC_BYPASS[5]"
TAG,MainProgram,TIEMPO_ACT_CICLO,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,TIEMPO_ACT_ELV_SAL,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,Tiempo_Act_Recirc,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,TIEMPO_CAMBIO_HMI,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,TIEMPO_CAMBIO_HMI_OFF,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,TIEMPO_EN_MISEG_PRECAL,"","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,TIEMPO_EN_MS_VENT_SALIDA,"","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,TIEMPO_GIRO_HORNO,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,TIEMPO_OFF_SECC_ROBOT,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,TIEMPO_PRECAL_AUTO,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,TIEMPO_SEG_PURGA,"","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,TIEMPO_VENT_ON,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,TIMER_ACT_SEC_SAL_PALL,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,TIME_ACT_SEC_ELEV_IN,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,TIME_MJ_12,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,TIME_OFF_BIT_READY_SEND,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,TIME_OFF_CONV_SAL,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,TIME_OFF_CONV_SAL_VACIO,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,TIME_PURGADO,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,TIME_RST,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,TIME_RST_CONT,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,TIME_SEG_MOTOR,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,Toggle,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,Toggle0,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,TRIGERS_ACT_SAL_L8,"","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
ALIAS,MainProgram,TRIGER_ACT_SAL_L7_O_09,"","","TRIGERS_ACT_SAL_L7.0","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,MainProgram,TRIGER_ACT_SAL_L7_O_10,"","","TRIGERS_ACT_SAL_L7.1","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,MainProgram,TRIGER_ACT_SAL_L7_O_11,"","","TRIGERS_ACT_SAL_L7.2","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,MainProgram,TRIGER_ACT_SAL_L7_O_12,"","","TRIGERS_ACT_SAL_L7.3","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,MainProgram,TRIGER_ACT_SAL_L7_O_13,"","","TRIGERS_ACT_SAL_L7.4","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,MainProgram,TRIGER_ACT_SAL_L7_O_15,"","","TRIGERS_ACT_SAL_L7.5","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,MainProgram,TRIGER_ACT_SAL_L7_O_17,"","","TRIGERS_ACT_SAL_L7.6","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,MainProgram,TRIGER_ACT_SAL_L7_O_19,"","","TRIGERS_ACT_SAL_L7.7","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,MainProgram,TRIGER_ACT_SAL_L7_O_21,"","","TRIGERS_ACT_SAL_L7.8","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,MainProgram,TRIGER_ACT_SAL_L7_O_23,"","","TRIGERS_ACT_SAL_L7.9","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,MainProgram,TRIGER_ACT_SAL_L7_O_24,"","","TRIGERS_ACT_SAL_L7.10","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,MainProgram,TRIGER_ACT_SAL_L7_O_25,"","","TRIGERS_ACT_SAL_L7.11","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,MainProgram,TRIGER_ACT_SAL_L7_O_26,"","","TRIGERS_ACT_SAL_L7.12","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,MainProgram,TRIGER_ACT_SAL_L7_O_27,"","","TRIGERS_ACT_SAL_L7.13","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,MainProgram,TRIGER_ACT_SAL_L7_O_28,"","","TRIGERS_ACT_SAL_L7.14","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,MainProgram,TRIGER_ACT_SAL_L7_O_29,"","","TRIGERS_ACT_SAL_L7.15","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,MainProgram,TRIGER_ACT_SAL_L7_O_30,"","","TRIGERS_ACT_SAL_L7.16","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,MainProgram,TRIGER_ACT_SAL_L7_O_31,"","","TRIGERS_ACT_SAL_L7.17","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,MainProgram,TRIGER_ACT_SAL_L8_O_00,"","","TRIGERS_ACT_SAL_L7.18","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,MainProgram,TRIGER_ACT_SAL_L8_O_01,"","","TRIGERS_ACT_SAL_L7.19","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,MainProgram,TRIGER_ACT_SAL_L8_O_02,"","","TRIGERS_ACT_SAL_L7.20","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,MainProgram,TRIGER_ACT_SAL_L8_O_04,"","","TRIGERS_ACT_SAL_L7.21","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,MainProgram,TRIGER_ACT_SAL_L8_O_06,"","","TRIGERS_ACT_SAL_L7.22","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,MainProgram,TRIGER_ACT_SAL_L8_O_08,"","","TRIGERS_ACT_SAL_L7.23","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,MainProgram,TRIGER_ACT_SAL_L8_O_10,"","","TRIGERS_ACT_SAL_L7.24","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,MainProgram,TRIGER_ACT_SAL_L8_O_12,"","","TRIGERS_ACT_SAL_L7.25","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,MainProgram,TRIGER_ACT_SAL_L8_O_14,"","","TRIGERS_ACT_SAL_L7.26","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,MainProgram,TRIGER_ACT_SAL_L8_O_15,"","","TRIGERS_ACT_SAL_L7.27","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,MainProgram,TRIGER_ACT_SAL_L9_O_05,"","","TRIGERS_ACT_SAL_L7.28","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,MainProgram,TRIGER_ACT_SAL_L9_O_08,"","","TRIGERS_ACT_SAL_L7.29","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,MainProgram,TRIGER_ACT_SAL_L9_O_26,"","","TRIGERS_ACT_SAL_L7.30","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,MainProgram,TRIGER_ACT_SAL_L9_O_27,"","","TRIGERS_ACT_SAL_L7.31","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,MainProgram,TRIGER_ACT_SAL_L9_O_29,"","","TRIGERS_ACT_SAL_L8.0","(RADIX := Decimal, ExternalAccess := Read/Write)"
TAG,MainProgram,T_MODO_EDIT_BORRAR_DATO,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,T_MODO_EDIT_BORRAR_DATOOK,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,T_MODO_EDIT_BORRAR_DATO_Bit0,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,T_MODO_EDIT_BORRAR_DATO_Bit1,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,T_MODO_EDIT_BORRAR_DATO_Bit2,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,T_MODO_EDIT_BORRAR_DATO_Bit3,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,T_MODO_EDIT_GUARDAR_DATO,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,T_MODO_EDIT_GUARDAR_DATOOK,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,T_MODO_EDIT_GUARDAR_DATO_Bit0,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,T_MODO_EDIT_GUARDAR_DATO_Bit1,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,T_MODO_EDIT_GUARDAR_DATO_Bit2,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,T_MODO_EDIT_GUARDAR_DATO_Bit3,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,T_MODO_EDIT_GUARDAR_PRG,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,T_MODO_EDIT_GUARDAR_PRGOK,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,T_MODO_EDIT_GUARDAR_PRG_Bit0,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,T_MODO_EDIT_GUARDAR_PRG_Bit1,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,T_MODO_EDIT_GUARDAR_PRG_Bit2,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,T_MODO_EDIT_GUARDAR_PRG_Bit3,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,T_MODO_EDIT_INSERTAR_DATO,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,T_MODO_EDIT_INSERTAR_DATOOK,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,T_MODO_EDIT_INSERTAR_DATO_Bit0,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,T_MODO_EDIT_INSERTAR_DATO_Bit1,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,T_MODO_EDIT_INSERTAR_DATO_Bit2,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,T_MODO_EDIT_INSERTAR_DATO_Bit3,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,T_MODO_EDIT_MOV_ANTPOS,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,T_MODO_EDIT_MOV_ANTPOS_Bit0,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,T_MODO_EDIT_MOV_ANTPOS_Bit1,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,T_MODO_EDIT_MOV_ANTPOS_Bit2,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,T_MODO_EDIT_MOV_SIGPOS,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,T_MODO_EDIT_MOV_SIGPOS_Bit0,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,T_MODO_EDIT_MOV_SIGPOS_Bit1,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,T_MODO_EDIT_MOV_SIGPOS_Bit2,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,T_MODO_TEACH_GUARDARPOS,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,T_MODO_TEACH_GUARDARPOSOK,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,T_MODO_TEACH_GUARDARPOS_B0,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,T_MODO_TEACH_GUARDARPOS_B1,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,T_MODO_TEACH_GUARDARPOS_ONS,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,T_MODO_TEACH_GUARDARPOS_ONS1,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,T_MODO_TEACH_GUARDARPRG,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,T_MODO_TEACH_GUARDARPRG_B0,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,T_MODO_TEACH_GUARDARPRG_B1,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,T_SEC_BORRAR_P10,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,T_SEC_BORRAR_P20,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,T_SEC_BORRAR_P30,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,T_SEC_BORRAR_P40,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,T_SEC_BORRAR_P50,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,T_SEC_BORRAR_P60,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,T_SEC_BORRAR_P70,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,T_SEC_BORRAR_P80,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,T_SEC_BORRAR_P90,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,T_SEC_EDIT_DESCARGAR_PRG_P10,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,T_SEC_EDIT_DESCARGAR_PRG_P20,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,T_SEC_EDIT_DESCARGAR_PRG_P30,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,T_SEC_EDIT_DESCARGAR_PRG_P40,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,T_SEC_EDIT_DESCARGAR_PRG_P50,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,T_SEC_EDIT_GUARDAR_PRG_P10,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,T_SEC_EDIT_GUARDAR_PRG_P20,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,T_SEC_EDIT_GUARDAR_PRG_P30,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,T_SEC_EDIT_GUARDAR_PRG_P40,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,T_SEC_EDIT_GUARDAR_PRG_P50,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,T_SEC_EDIT_GUARDAR_PRG_P60,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,T_SEC_EDIT_GUARDAR_PRG_P70,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,T_SEC_EDIT_GUARDAR_PRG_P80,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,T_SEC_EDIT_GUARDAR_PRG_P90,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,T_SEC_INSERTAR_P10,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,T_SEC_INSERTAR_P100,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,T_SEC_INSERTAR_P110,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,T_SEC_INSERTAR_P20,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,T_SEC_INSERTAR_P30,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,T_SEC_INSERTAR_P40,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,T_SEC_INSERTAR_P50,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,T_SEC_INSERTAR_P60,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,T_SEC_INSERTAR_P70,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,T_SEC_INSERTAR_P80,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,T_SEC_INSERTAR_P90,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,T_SEC_TEACH_GUARDAR_PRG_P10,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,T_SEC_TEACH_GUARDAR_PRG_P20,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,T_SEC_TEACH_GUARDAR_PRG_P25,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
